pulse rate,stimulus amplitude (uA),amplitude,run,spike times (us)
400,335.16,1.2*threshold,21,0.13841499999999998
400,335.16,1.2*threshold,21,0.140865
400,335.16,1.2*threshold,21,0.15090499999999998
400,335.16,1.2*threshold,21,0.15336
400,335.16,1.2*threshold,21,0.15571
400,335.16,1.2*threshold,21,0.15833499999999998
400,335.16,1.2*threshold,21,0.17082499999999998
400,335.16,1.2*threshold,21,0.17589999999999997
400,335.16,1.2*threshold,21,0.17822999999999997
400,335.16,1.2*threshold,21,0.18082499999999999
400,335.16,1.2*threshold,21,0.190875
400,335.16,1.2*threshold,21,0.19834999999999997
400,335.16,1.2*threshold,21,0.20095
400,335.16,1.2*threshold,21,0.20835499999999998
400,335.16,1.2*threshold,21,0.213495
400,335.16,1.2*threshold,21,0.21841
400,335.16,1.2*threshold,21,0.22332499999999997
400,335.16,1.2*threshold,21,0.22573999999999997
400,335.16,1.2*threshold,21,0.231065
400,335.16,1.2*threshold,21,0.23589
400,335.16,1.2*threshold,21,0.23833999999999997
400,335.16,1.2*threshold,21,0.24083999999999997
400,335.16,1.2*threshold,21,0.24838499999999997
400,335.16,1.2*threshold,21,0.255885
400,335.16,1.2*threshold,21,0.26083999999999996
400,335.16,1.2*threshold,21,0.26343
400,335.16,1.2*threshold,21,0.26586
400,335.16,1.2*threshold,21,0.27585
400,335.16,1.2*threshold,21,0.27827999999999997
400,335.16,1.2*threshold,21,0.29078
400,335.16,1.2*threshold,21,0.29594
400,335.16,1.2*threshold,22,0.000695
400,335.16,1.2*threshold,22,0.013434999999999999
400,335.16,1.2*threshold,22,0.01588
400,335.16,1.2*threshold,22,0.0209
400,335.16,1.2*threshold,22,0.023524999999999997
400,335.16,1.2*threshold,22,0.030899999999999997
400,335.16,1.2*threshold,22,0.03331
400,335.16,1.2*threshold,22,0.038494999999999994
400,335.16,1.2*threshold,22,0.040769999999999994
400,335.16,1.2*threshold,22,0.04321
400,335.16,1.2*threshold,22,0.048385
400,335.16,1.2*threshold,22,0.05096
400,335.16,1.2*threshold,22,0.05315999999999999
400,335.16,1.2*threshold,22,0.05594
400,335.16,1.2*threshold,22,0.05821
400,335.16,1.2*threshold,22,0.06088
400,335.16,1.2*threshold,22,0.065925
400,335.16,1.2*threshold,22,0.06825999999999999
400,335.16,1.2*threshold,22,0.07085
400,335.16,1.2*threshold,22,0.07578499999999999
400,335.16,1.2*threshold,22,0.07831999999999999
400,335.16,1.2*threshold,22,0.0809
400,335.16,1.2*threshold,22,0.08577499999999999
400,335.16,1.2*threshold,22,0.08829
400,335.16,1.2*threshold,22,0.09834499999999999
400,335.16,1.2*threshold,22,0.10339499999999999
400,335.16,1.2*threshold,22,0.10840499999999999
400,335.16,1.2*threshold,22,0.11084
400,335.16,1.2*threshold,22,0.12083499999999998
400,335.16,1.2*threshold,22,0.12337499999999998
400,335.16,1.2*threshold,22,0.12589999999999998
400,335.16,1.2*threshold,22,0.13069
400,335.16,1.2*threshold,22,0.133355
400,335.16,1.2*threshold,22,0.14084999999999998
400,335.16,1.2*threshold,22,0.145915
400,335.16,1.2*threshold,22,0.14840499999999998
400,335.16,1.2*threshold,22,0.15092
400,335.16,1.2*threshold,22,0.153355
400,335.16,1.2*threshold,22,0.16333999999999999
400,335.16,1.2*threshold,22,0.16588499999999998
400,335.16,1.2*threshold,22,0.17337499999999997
400,335.16,1.2*threshold,22,0.17839
400,335.16,1.2*threshold,22,0.18084499999999998
400,335.16,1.2*threshold,22,0.183305
400,335.16,1.2*threshold,22,0.203365
400,335.16,1.2*threshold,22,0.205725
400,335.16,1.2*threshold,22,0.20831
400,335.16,1.2*threshold,22,0.21348999999999999
400,335.16,1.2*threshold,22,0.21592499999999998
400,335.16,1.2*threshold,22,0.21820499999999998
400,335.16,1.2*threshold,22,0.22085
400,335.16,1.2*threshold,22,0.22318
400,335.16,1.2*threshold,22,0.22827999999999998
400,335.16,1.2*threshold,22,0.23334499999999997
400,335.16,1.2*threshold,22,0.24086999999999997
400,335.16,1.2*threshold,22,0.24337999999999999
400,335.16,1.2*threshold,22,0.25087
400,335.16,1.2*threshold,22,0.25338499999999997
400,335.16,1.2*threshold,22,0.27086499999999997
400,335.16,1.2*threshold,22,0.273335
400,335.16,1.2*threshold,22,0.27584
400,335.16,1.2*threshold,22,0.27835
400,335.16,1.2*threshold,22,0.2884
400,335.16,1.2*threshold,22,0.29336999999999996
400,335.16,1.2*threshold,22,0.29580999999999996
